HDGF	SPTSSB	CD151
KIAA1524	NPHP3	RPTOR
ATG13	BABAM1	ADI1
TOR1B	BID	D2HGDH
CIDECP	DPY19L3	CDC42SE2
WDR4	PREB	REXO2
ITM2B	IFNGR1	RPS2P5
ATP6V1B2	TMEM39A	GET4
TMTC4	ING2	ELP2
LAMP2	SAMD4B	TTC4
C12orf66	NOMO2	ABHD10
ZSCAN32	KCNJ11	CDK2
DKC1	CAMK2D	ZC4H2
F8A1	SLC25A5-AS1	SNX10
EFHC1	PLIN2	FUZ
IDH1-AS1	SLC25A4	RPL21P107
TRMT10A	VWCE	EEF1DP1
BEX1	NME1	TYRO3
COQ9	POLR3C	CMTM4
C10orf118	LPIN2	ADORA2B
MINA	C8orf33	VDAC1
VPS13C	PTAR1	ATRN
SS18	PPIAL4G	VPS37A
TARBP2	EHBP1	RUVBL1
SNAP47	ADD3	TAB3
SHC1	MAGED2	ILK
ZNF789	RECQL4	SNORD88C
KAT7	ACOX1	TSN
VPS29	YAE1D1	CARHSP1
PSMC6	EXOC7	HIST1H2BB
WDFY1	EDEM2	SCYL2
CYSTM1	CSNK1A1	ZNF576
MED8	WBP1L	CD6
DBI	ASCC1	GDPD3
IMPDH2	SDHAP1	RN7SKP176
PICALM	SCAMP3	EEF1D
TCEB1	NEU1	TARSL2
MDC1	HIST1H2BH	PDXP
THOC2	TRIM14	PPP6R3
CD2BP2	SEC23IP	RPL9
LARP7	RRM1	DNAJA1
ADD1	TBC1D1	DYRK4
LARP4	TTLL4	DDX3Y
SDCBP	PIK3C2B	HIST2H4A
STAM	CHMP5	OCRL
PIGG	C1orf198	DHX33
UBE2D3	XRCC3	EXOC6B
COX7A2L	TIMP1	C2CD5
LINC00461	HSPA8P9	OSTCP1
ATPAF2	SEC23A	SELRC1
C17orf58	SNORA33	RPS26P35
C9orf85	GAS7	RPLP0
PCCB	C18orf56	TIMMDC1
GRPEL1	PPARGC1B	HNRNPAB
AP1S2	PDIK1L	NPC1
RINL	MMADHC	LINC00263
SPSB1	CD72	GPN3
IQGAP3	SLAIN1	HIST1H4K
HLA-E	ZNF227	C1orf122
H3F3BP1	TTF1	BIN3
DNM1L	YOD1	CDK12
ST13P15	SNX30	RNF139
MTHFD2L	CDCA7	MED7
NOG	PNRC2	PRKCD
RCOR1	CSTF2	KAT5
EPC1	RPL7L1	PARP11
SUPT7L	RAG1	CTPS1
MED30	ZDHHC13	LNP1
GMFB	KATNA1	TRAPPC6B
TACC3	CTTN	SRPK2
NCAPH	IRAK4	IFT88
IFT88	MIPEP	AMZ2P1
MDH1	CPD	BNIP2
STRAP	FBXO46	FAM13A-AS1
GJB2	EFTUD1	OXA1L
CUL2	RPL36P18	PPIP5K2
PRPF3	FAM21C	SGK1
EPB41L2	TM2D1	IGBP1
WIPI1	KIAA0195	EIF5B
PFN2	MTFR1L	BICD2
KIAA0226L	METTL18	E2F7
QRICH2	RBX1	TEX261
RPS6	SLC35A1	SNAP23
SKA3	ERVK3-1	DNAJC2
R3HCC1	UBE2K	RPL22
C5orf51	SNORA72	C10orf12
STT3B	CACUL1	ZNF148
PI4KAP2	VRK1	TMED4
IRF2BP2	CHURC1-FNTB	ZNRF1
ZFYVE9	BZW1	SMC6
F8A3	ATP13A1	POLE
BRWD1	ZDHHC16	VWA5A
EXOC6B	MAPRE1	MT-ND5
PIK3CD	NUP37	FAM106A
SH2D3C	C7orf73	KLHL25
FAM72C	KIAA0907	RPGR
SEC23IP	PPP1R18	NCBP2
MUC20	NBR1	TGIF2
RRM1	NUDT3	COPS3
ARCN1	TCAIM	DNAJC24
BTG2	DVL1	TMEM25
CHRAC1	ARL6IP6	QRICH1
RAD54L	CIT	HMGN3
TTC4	BSCL2	FARS2
PTPN11	ZNF398	HPS6
SEC62	KAT8	MT-ND3
FOS	LIPT2	URM1
PPM1A	SMG8	FAHD2A
TULP4	GIMAP2	TPRN
NGDN	IGF2R	YWHAZ
RASSF5	FAM222B	RNU1-9
ZHX1	GNB2	RNVU1-7
BCOR	CNIH4	SNRPA
ATG12	RBM41	SLC44A1
CCDC41	DDX47	LTB
SBK1	ENTPD1-AS1	BAP1
SWI5	SCLY	CAPN7
WARS	STX16	SAMD4B
HERC1	EDEM3	BNIP1
POLM	PRMT6	ENGASE
TCF20	PARP14	GNPDA2
KIF24	SIL1	SNRNP25
CCDC127	COA3	AGK
THEMIS	FCGBP	SNRPD2
SCML1	SEC24B	TOMM22
CDC7	PDPK1	DBNL
MTX2	MANF	TNFAIP3
DCAF7	POLR3H	PHF7
ZNF318	PPIP5K1	MAP2K2
RASIP1	RAD51B	S100A5
MIS18A	MLLT6	RNF19B
PRH1	MRPS9	EVI2A
SRP54	ZNF598	LRRC23
DDX55	POLR1A	SLC39A4
GABPB1	DCTN5	SFI1
SNRPG	EMC4	SLC4A2
LARP1B	ARMC1	CDC7
IGBP1	EZH1	MKL1
VAMP4	ZNF674	SSBP3
C7orf29	DUSP4	MAPK1
ZBED6CL	ZBTB48	ZC3H11A
ARL8B	RBM7	ZMAT5
HGSNAT	NCOA3	HNRNPUL1
STK17B	UBTD2	CEL
SEC24D	SLC19A2	RPL10A
NXPE3	FAM86DP	GTF2A2
AGFG1	CHCHD5	OSTM1
UCHL5	NMB	SPC24
TMX1	HMGB1P10	IFT46
ZNF654	AIP	TRIM4
ERBB2IP	XPOT	FMNL2
ACYP2	SPNS3	PARN
ZFP36L2	AIMP1	RAB8A
MPHOSPH10	PALB2	CLTB
BATF	PROSER1	THRAP3
ERCC8	CNOT2	ZNFX1
FAM229A	DOCK8	EMILIN2
CCNA2	PRKX	VARS
UBE3C	BBS9	DUS4L
SATB1	RIT1	PDCD11
C21orf91	PTPN4	UBE2E3
KRCC1	CCDC84	CALCOCO2
ESCO2	USO1	HINFP
TMEM230	GAB3	ZNF91
CDK2	EIF3CL	RBMS1
SNX4	EMC8	YTHDF1
RPS27A	PLA2G12A	TMEM68
ATRX	UCP2	DHRS7B
CUL4A	FTH1	CPD
POLQ	PCTP	CYP2J2
HTATSF1	DNAJA1	EFNA4
TIAL1	RSAD1	ESCO1
CSRNP2	GRPEL1	CD9
CREBL2	NOL7	ITPK1
COQ10B	TTC7A	MAP3K2
PEX5L	CCSER2	NELFA
RTN4IP1	KIN	PSMC1P1
CASC3	QRICH2	ZNF155
NBR1	TXNL4B	RDM1
POLI	C1orf27	CD46
SEC13	TRIM59	DUSP22
KIAA1671	RPL11	NDUFA6
RRAGB	ITGAE	STAT3
ATRAID	SNX6	MPND
TBCE	ERLIN1	PEF1
CD38	PPIL4	FAM220BP
ZNF436	ARPC5	LPCAT3
PDXDC1	HNRNPR	ARPC2
ACRC	POLR3F	PIGG
UBR1	TMEM234	MTHFS
RPL26P35	PPP2R5C	GVQW1
SNRNP48	MAP2K1	TIGD1L2
SLC35G2	RPS24P18	CCDC113
MAPK1	MFSD9	CNEP1R1
FABP5P3	WDR34	FUNDC1
GIN1	C16orf58	GNAI2
LITAF	GALNT18	RPS2P46
EPDR1	PIP5K1A	BLOC1S4
SSR3	DYNC1LI1	BAZ1A
BEND3	RWDD1	SLC30A9
ZCCHC4	TRABD2A	ETNK1
ZNF528	RABL5	FYCO1
MOB2	ATP6V0E2	LARP1
MAP7D3	SUCLG2	DNAJB2
STAG3L3	GSR	SIGIRR
SUSD4	FADS1	UCP3
PALB2	PSMA5	WASH3P
SPSB2	ZNF783	RPLP0P6
PAFAH2	ZNF277	RAB5A
C9orf114	ZNF668	RNF113A
MZT2B	ZNF688	ADCK4
SH3KBP1	LRRFIP2	CDCA8
FAM21C	RAP1A	TTL
CCDC25	IL32	FRMD5
LINC00339	DRG1	TMPRSS3
FADS3	ARHGAP35	NR2F6
LRIG3	EEF1A1P14	ERCC4
IGFBP7	CCT3	ACP2
RGCC	ETHE1	WDR85
EIF2AK3	GON4L	DPH7
ARL17B	SRSF7	PDLIM7
CALML4	FAHD1	ZC3H8
HNRNPKP3	COMMD3	LRP12
HAT1	PCSK5	ZCCHC18
ZNF747	WWP2	SNX6
GPNMB	ABLIM2	BIVM
CEP63	LPGAT1	RELB
RNF146	EP300	TBL1X
PLAU	GLB1L	MAPKAPK5-AS1
MPHOSPH8	MED27	RBM38
TTC37	TAB2	UFL1
GEMIN8	CANT1	VMP1
GPI	OIP5-AS1	LTBP3
RPL37A	NR3C1	COL9A3
STAG3L1	HERPUD2	SEPT3
SARNP	MUC1	RABGGTA
ETV6	SYNJ1	CGN
FAM118B	PEPD	TSC22D4
NUDT11	METTL13	TSSC4
CEP85L	MST1L	ARIH2OS
BLOC1S6	TMEM200B	DNAJB11
PNPLA2	CYP4F29P	ARPC5L
PITPNB	ADD1	STT3A
CNOT6	PGD	ABI2
SLC30A6	CDC7	GGCT
MEA1	TFPT	MZF1
OXNAD1	TMEM214	WDR75
ZNF155	PSMD12	UGDH
TMEM33	LINC00674	C10orf32
HIRIP3	PSEN1	TRBC2
SERGEF	DOPEY1	RHBDD3
SUB1	MADD	SETDB1
GTF3C4	ZNF562	ZC3H7A
RAD51AP1	CLK4	CHMP4B
NKAP	SLC16A1	BMS1
MTPAP	ZSWIM7	KIRREL
RHOU	NELFB	KLHL12
HSF2	ACTR1A	GPR113
NADK2	EXOSC1	SPSB4
NADKD1	MYBL1	MCTS1
PLEKHB2	LMAN2L	SOCS4
ATG4C	FAF1	ACTG1
VAMP8	AFG3L1P	RORC
WSB2	GNAI2	ANKZF1
C1QBP	RAB11A	ARF1
MACF1	SURF4	FAM118B
BCS1L	MAZ	PPP6C
SNX5	OGFR	NT5C
SPG21	KIAA2022	RALGAPA1
ARG2	CIDEC	RNU6-16
SF3A1	DNASE2	RNU6-16P
SGTB	TP53BP2	UNC5CL
PRKAR1B	SEPT7	BAG2
RBM4	HMGN2P17	FOXK2
ZRANB2	ANKRD49	UBE2S
PPM1B	DENND5A	HTRA2
SNORA33	C9orf37	AP3S2
RCN2	CCDC136	GANAB
AKAP11	KIF23	MGAT1
ASAP1	RAD17	RWDD1
DPYD	NCOR1	MRPL37
ETNK1	NFE2L2	C12orf49
FOXO3	GAREML	ATF7
FBXW5	AP4B1	YIF1A
MECOM	CHMP7	TTC5
IRF2	CCDC112	TCERG1
TXNDC15	SLC25A11	PTMAP3
ANKRD50	HN1L	ERGIC3
MYO5A	FNIP1	FKBPL
CEP135	TIAM1	LMO7
TOMM40	DNASE1L2	ERMP1
IKBIP	AKTIP	ABHD17A
ARMC10	MFHAS1	FAM108A1
NLRP1	ACY3	SEC24B
TIFA	SKA3	MCFD2
BTBD3	PIK3CB	SNRPEP3
UBAC2	STX12	ARFIP1
PTMA	ZNF776	TAF1
ARMC1	AXIN2	RPUSD2
FEN1	ZRANB1	TBCD
TMEM9B	IGBP1	HIST2H2AA4
TFB2M	TOB1	FADS3
CYBRD1	PDLIM2	SF1
ZFP90	BAG2	ARHGAP30
ZNF48	S100A2	SNAPC4
FAM172A	QKI	RAB43
ANKRA2	NUDCD2	TECPR2
UBE2D4	KRCC1	FANCC
TBRG1	PAFAH1B3	CDCA5
YWHAE	TRIM16L	EXO5
MITD1	SUPT7L	GNL1
HERC2P9	UBE2Z	PLXNA1
EP400NL	LRRC58	KIAA1967
FGD5-AS1	DCAKD	CLPTM1
MRPL27	ZFYVE9	PIFO
HIBCH	SKIL	AGPHD1
CDC123	PSKH1	HYKK
EMC8	SUGP2	RALGDS
HDDC2	TUG1	C11orf54
HDDC3	NBPF16	SETP8
GNPTG	UCP3	SIDT2
CENPO	GNA12	PI4KAP2
EIF4A2	MRPS30	CPNE1
SCRN2	METTL9	DCAF17
TLE4	RBKS	KIF24
PMS2	MTA3	SLX4
MPHOSPH6	COX5B	ARPP21
FUBP3	ARPC4	STX8
PIP4K2C	EIF2AK3	KIAA0020
ZNF181	SLC7A1	GFOD2
ATP6V1D	EIF2B5	RBM4
AGA	TMEM141	WDR20
ZCCHC17	MAFK	NUFIP1
SNORD52	STAMBP	PDCD6
KIAA1109	GTF2F2	LRP5
SPRTN	COG4	PMM2
MTG1	RNF141	FEZ2
AHI1	CCDC12	ZNF137P
PLCL1	CDIPT	ABI1
SON	ATXN7L1	INIP
RBM43	TRIM21	RER1
SLC35G1	TSFM	KIF27
HDHD1	IPO8	CAPN1
IFFO1	C19orf60	SPEG
ATP11A	SETD8	TOR2A
DNAL4	PPAN	RRP7A
VPS9D1	SNF8	ATG7
VTI1A	AIDA	TM6SF1
CSPP1	PPRC1	RPL21P44
RIT1	NLRC3	ANKRD26
FAM104B	FNBP1L	PTPLB
U2SURP	SLC29A2	RPL21P75
GBF1	HAUS1	MRPS35
LAMTOR1	ZNF468	AKIRIN1
ZNF8	CSNK1G3	KDM3B
CALM1	ABCB7	NARS
NCEH1	SNORD77	MROH7
SPG7	CCDC41	RPL21P120
TMEM63A	PAICS	ZNF704
ALMS1-IT1	DNAAF2	RPS27L
MAD2L1BP	RELB	HEBP2
SRP9	AMN1	OSBPL8
SLC29A3	AEBP2	AP3M1
HPS3	C9orf163	DNAAF2
TOX2	MESDC1	FARSA
TTC28-AS1	RBPJ	PELP1
PRUNE2	PHF6	NOC2L
EED	CUTC	DGCR14
LARS2	FTH1P16	ITPKC
MSTO1	RASAL1	ATG2A
CHMP3	SLC35F6	KIAA1551
C1orf112	RPS4X	HECA
YME1L1	FRMD4A	ZNF304
PRMT6	ATG4D	CAPS2
ZNF140	FECH	RPL34P31
RUFY1	MYO1D	ZNF830
FAM117B	AKAP17A	PHRF1
MBTPS1	DNAJC18	RPLP0P2
PFN1	IDH3B	PALB2
CCNC	ACADS	RPS2P35
HEXB	TPM3	AHCYL1
IBTK	ARFGAP3	DNASE1L1
GUCD1	LSM2	SNORA5A
PDE6D	ZMYM6NB	NEO1
ZZZ3	TMEM254	RORA
DLD	VPS72	TGFBR2
WWP1	SRSF10	SEC61A2
SUGT1	C17orf76-AS1	PIGV
TANGO2	NRDE2	BRPF1
POLR1B	FOXO3	FAM21A
MKL2	DBT	LCLAT1
ZYG11B	KIAA1731	ZNF32
CCP110	JAKMIP1	PTPLAD2
BMP4	POLR2B	CD72
RPL31P2	CASD1	ARL4A
PCDHB2	C14orf166	RBX1
RPS4Y1	POLD2	FRMD4A
METTL20	THG1L	RNU1-4
SNX11	FAM169A	PPME1
CD5	TAB3	NUDT15
PIGP	BRCA1	FOXP4
SRP9P1	MPND	ARL8A
TMED10	CDKAL1	TAF7
INSIG1	IRAK1	CHP1
LINC00116	GABARAPL2	SUN2
RPL23P2	SNX12	MIB2
ZNF137P	CALCOCO2	ZNF398
FAM103A1	EDF1	PHF5A
SDHB	MYO5A	PUM1
THG1L	PLOD3	XPA
IK	MPDU1	ACOT7
ENPP4	ASAP1	APBA3
LSM1	RANBP3	DNASE1L2
BAZ1B	NLK	UBLCP1
ZNF638	MPC2	PPP1R7
ACACA	THOC3	C14orf166
ABLIM1	COG6	SLC35F5
AP1G1	HIST2H2BD	POGLUT1
DHODH	ZNF559	FKBP7
CYB561D2	ERBB2IP	C12orf76
RIPK2	MAST2	RIMKLB
GAS1	PDCD10	SLC25A19
C1orf134	CDIP1	ASH2L
RSG1	DGUOK	COMMD6
SLC16A2	DNAJC9	MYB
INTS6	BCL7A	CXorf23
ATP6AP1L	TSTD2	DPP7
MPPE1	HDAC1	TGOLN2
FAM84B	TAF7	NUDT1
ANKLE2	WDR91	APCDD1
PDE1B	SLA2	C14orf80
SIK2	RPL30	PDE8A
FAM69A	RFX1	RUVBL2
SPRY4	METTL6	RNF126
PLRG1	CD55	RNASEH1
PCGF5	PTPRN2	MARCH3
MED6	KDM4A	SOGA2
PIK3R1	MVD	HACL1
GPATCH2	FRA10AC1	GMPPB
CPPED1	MARK3	AMY2B
MAP4	SERBP1	L3HYPDH
INPP5D	TBC1D9B	COL4A3BP
CTSB	ANKRD20A5P	SCRN1
TMEM203	AVPI1	KIAA0195
TENM1	CEP120	ALDH5A1
DCTPP1	KCNK6	SNRPFP1
DESI1	PUS3	RPS6
MAN2B2	SUPT16H	ARRDC2
KLHL12	ARMC7	CBLB
GID4	ARMC6	TM9SF3
COIL	CHD1L	COMMD5
COX14	FEM1B	FAM213B
STT3A	CROCC	HSPB1P2
FBXO3	UBE2Q2	ITGB1
SFMBT2	TUBB2A	ERC1
ZNF766	FZD7	EVI5L
TMEM43	FAM107B	ZNF131
OCIAD1	C2orf47	SETBP1
NAA16	MLST8	SRD5A1
POU4F1	F8A3	STAG3
ANXA4	UBLCP1	USP33
CEBPZ	TNFRSF14	CFL2
NTHL1	CSRNP2	SNAPC5
LPXN	APPL2	RFC5
NUPL1	CYP2J2	SYCE3
BCL7B	AURKA	LRRIQ3
UBN1	ZC3HC1	HAUS8
LINC00173	VRK3	BBS10
DUSP19	MAPK8	TMEM258
FTH1P20	MYO9A	KPNA5
MRPL41	CAMKV	SH3TC1
CD151	RAI1	C17orf103
CHCHD5	DNAJC6	GADD45GIP1
ENAH	LNP1	C19orf57
KPNA4	MPI	PLCB1
ZBTB34	VEZF1	MRPL54
GNG2	NCKAP5L	TRPT1
LANCL1	SLC6A20	ZNF764
E2F8	HSDL2	STT3B
WIPF1	ABCD4	GABPB1
TRPV1	ZNF28	GIPC1
TNKS2	PKNOX1	CHERP
LINC00115	GCN1L1	RPL27A
BUB1B	COX14	ATP11A
MPV17	RNASEH2C	MRPS27
INSR	PCNPP3	LTBP1
TMCO6	SMIM7	RNU6-36
COX15	PAM	RNU6-36P
KCTD20	ARL4C	CFLAR
XRRA1	YIPF5	ZNF777
ZC3H15	TRAF2	CTSD
DHX36	CDK12	CCNE1
GZF1	C1orf50	PRICKLE4
GRAMD3	TFIP11	CISD1
COX6C	FAM166A	GIT1
CDIP1	ATR	CIR1
CCZ1	SLC9B2	IPO13
RPS15A	SKP1P1	HCFC1R1
B9D2	PCSK7	THOC6
RN7SKP203	PRICKLE4	OGFOD2
SHPRH	MYO9B	ZNF528
SKIL	BCHE	CSNK2A1
NUS1	MORN3	GMPS
ARIH1	IPO11	INPP5F
FAM217B	HIGD2A	DDX27
PUM1	ZSCAN29	PNP
EVL	IFITM1	LPAR5
PSMD12	ARMC5	LRRCC1
BMI1	PCNP	SELL
MSRB1	RALGPS2	IGF2BP3
SEC23B	ZNF584	ABHD12
CAMK2D	SEPT6	LCMT1
PCYT1A	SLC27A1	PPP1R11
PSMA5	TOPORS	XRCC2
ZBTB21	DICER1-AS1	PABPC1
SOX4	C11orf73	SRCAP
SLAIN2	ITM2A	RASA4
NME2P1	FNDC3B	WBP1L
PHACTR2	TAF9B	ATF5
C9orf72	SPTLC1	SMYD4
BTG3	PIK3R2	THUMPD1
TPI1	FAM111B	RPLP2
DUSP3	PHF21A	SYNE2
NDUFB4	DOT1L	LRRC37A4P
IRS1	DIEXF	DNAJC25
MRPL3	RSBN1L-AS1	PLEKHO1
ADIRF-AS1	C2orf42	TMEM123
PREPL	ZNF254	ARMCX5
C12orf60	HAT1	HIST1H4J
RPL5	EIF4G3	FAM78A
SDHD	LRRC37BP1	CCNG2
PLEKHH1	ZMIZ2	ZNF609
RHBDD2	ZFYVE27	SCAMP5
HELQ	FIZ1	QRSL1
UBE2Z	ANKRD12	PAQR8
SCAI	SLC35C2	C17orf96
LMNB2	DNTTIP1	ATOH7
ANTXR1	PAN3	KIF13B
SRD5A1	VAMP1	DOPEY1
SYCE2	CENPI	CNOT6
PABPN1	FAM120AOS	GNAS
PHTF2	C6orf89	PRR14L
AIG1	SETP21	RGPD8
IL1RAP	FAM103A1	PCBP3
DEAF1	ARHGEF1	LMTK2
SCD	GAPDH	CREBBP
ARL5A	TEX30	ANAPC7
KCNQ5	ZC4H2	PRRC1
FTSJ2	PUS7L	GADD45B
PRDX1	TCF25	RLTPR
RGPD3	CNEP1R1	NSUN5P2
GADD45A	SPAG1	TMEM30A
ARMC10P1	ATAD5	PRKCI
SLC25A26	ARHGEF6	SSU72
WISP3	AKR1C3	RFXAP
SERPINI1	CSGALNACT2	DUSP7
BEND5	PSMB2	STX5
PIEZO2	C6orf211	HSP90AA1
CMTM1	ATP1B1	DNAJC16
MAN1A2	HILPDA	METTL10
SEC24B-AS1	BRIX1	KDELR2
TOR3A	QSOX1	SLX1A-SULT1A3
COX6CP6	DOCK1	GLTPD1
PNKD	TNIP1	RNF145
C22orf28	WWP1	G3BP2
RTCB	WRB	IFITM1
LEMD3	UPF3A	STARD5
ZNF264	KIF3B	ARIH1
APP	H3F3A	ISL2
ZNF92	DMAP1	GMCL1
SLC46A3	TSPAN33	LINC00461
CXXC4	RNF123	PHLDB2
C1orf63	TRIM24	NINL
GTPBP5	GOLGB1	ACYP2
MTG2	RPL4	IL18BP
ATP5SL	MAPKBP1	WDR33
PRPF4	MBD2	DCUN1D1
DNAJC11	CHD9	METTL3
ATP5J	TAF1C	DMXL1
TANK	MIDN	RBM12
C22orf29	GGA1	RPS4XP21
BCL6	CBS	RPS4XP20
NUTF2	CSTF1	ZBTB9
CINP	PTPN23	FOCAD
MTRF1L	ITGB4	ZFYVE26
CDPF1	FAM19A2	RGS14
CFD	FYCO1	ZNF33A
MAGT1	ARL5A	ESCO2
ZNF451	ERC1	XPNPEP3
SNW1	U2SURP	ASCC1
UBE2N	VPS16	ZNF581
CNKSR2	PSMG3	HDAC10
DLGAP5	CCT7	RABGEF1
APOM	CDK19	KLHL21
TIMM8A	DDX24	EXTL2
FOXJ3	MYSM1	H3F3C
KDM5A	TMED10	RPA3
UIMC1	CLPTM1L	VPS39
TOMM70A	SGOL2	SSRP1
RB1	CCRN4L	UBALD1
SS18L2	ZNF213	PKNOX1
KBTBD7	RBBP6	AMZ2
CD47	OR10R2	METTL16
HSDL2	CD244	PIK3CA
TEP1	MED8	RBCK1
USP34	FBXO3	NDUFA9
NAIP	CREB3	RSC1A1
TPP2	UBXN2A	SNORD77
FAM73B	FAM156B	CCDC117
SRD5A3	NINJ2	TRAPPC4
PI4K2B	PDLIM1	RPL39P5
RTKN2	DNAJB11	NUDT6
ACN9	RAD21	WWTR1
TMX2	PODXL	FAM105B
MED23	AP5S1	RNF169
SYS1	OXSM	UBE3C
ASB7	LTN1	FLNB
TRIM36	GIT2	PTPN23
METTL21A	USP15	ZKSCAN4
DOCK5	ZC3H8	TCEB1
RPL36	DBP	CLPX
SEPT7	HPRT1	GAPVD1
ACTL6A	PIK3C2A	HAGH
GPN3	IRF2BP2	MAP3K10
AGL	CYBRD1	HNRNPK
TTC26	MORN2	ARL2
ZNF622	RPL36A	PJA2
TJP2	HNRNPKP4	FAM110D
MAGED4	TRAF3IP1	TLK1
FAM63B	CBX1	FAM222B
MTHFD1L	CBLB	CXXC4
CCDC113	SMARCC1	CASZ1
CRIPAK	MYCBP	RPL21P28
PROSC	UBXN6	SMARCA2
ZNF569	AGPAT5	TMEM170B
NDC1	FBXO38	PSMB3
TMEM48	RBM34	FBXL5
DCAF10	POLR2D	CAD
WDR77	TMEM97	GNG10
CHRNA5	TCF7L2	CXADR
MSRB3	CHRNA10	MAPK14
PHF14	TRAF6	URGCP
CDYL	RBM17	ZNF16
HNRNPA1	TPI1P1	DBI
SNF8	GOPC	FANCF
PRKCQ	IGHMBP2	STRN
NEIL2	RHBDD3	ADAR
TRAPPC5	PTPRE	TOX2
CCNO	MRPL30	YOD1
CDNF	GCOM1	AGBL2
N4BP3	MCAM	CNP
ZFYVE1	KDM5C	BRWD1
ZNF671	UBAC2	MBLAC2
GLI3	ARFIP2	GNB2L1
ZNF398	NFYA	ZCCHC6
TMC8	ZNF232	ANKRD23
CCDC167	FAM98A	EIF3G
EDC3	MECR	TEX264
ERC1	QTRTD1	RNMTL1
ATP8B2	CCDC66	HSPA1A
C19orf52	TSEN2	LTB4R
ZBTB9	FUT4	HIST2H2BD
TGFBRAP1	SETDB1	GABPA
TMEM14A	GTDC1	FAM120C
FAM21B	HMGB1	COX15
TMEM5	TSPYL4	TBC1D31
MXI1	PPCS	WDR67
RPS15AP40	NFAT5	RCHY1
NPC2	PPP1R7	BUB3
RBM14	TM9SF2	CNTROB
KRT10	LTBP1	MRPS31P2
WASF2	HIST1H1D	RPL21P1
GNA12	XPO4	DARS2
WHAMM	LIN7C	FAM177A1
ACSL3	PRPF38A	RFC2
TRA2B	TIGD5	ZNF622
LETMD1	SSU72	SDE2
MAPK1IP1L	ST7	DUSP11
RHEBP2	POMZP3	RPS15
ARL3	CSNK1G2	NCLN
SPAG7	TMEM259	SAP30BP
PDHA1	B3GALTL	PGD
OLAH	MAPT	MBD2
GPATCH4	NEUROG2	OTUD5
CD99	SETD5-AS1	IFT122
CHRNA2	ZBTB4	RSU1
EXOSC7	METTL21B	SUMF1
LAMP1	KRT10	VPS18
EXOC2	GFOD1	ZNF568
DEXI	ANAPC16	KAT6A
TYMS	DNAL4	RLF
TBC1D24	FDXR	LMBR1
TRIM37	G3BP1	ATPAF2
PXMP4	CAMK1D	TNFSF4
DNAJB1	PEX12	OFD1
PDIA3	GPATCH4	SNX11
FBXO33	TMEM43	KLHL23
FUT10	DBR1	RMI1
DGCR8	MAPKAPK2	ATP6V1A
WDR27	PACSIN2	ASB6
ARL8A	SGTB	ZIC2
THADA	GNPTAB	PLG
KIAA2022	TBC1D2B	XPC
ITFG3	ICA1	MLL2
C14orf101	PPP2R5B	KMT2D
TMEM260	CHP1	NEDD9
PDIA5	NQO1	REST
PATL2	TEP1	ABHD5
SYNJ2	HEATR3	REXO4
GOSR1	NDUFV3	PGAP2
NDUFAF7	RNU1-9	DOK4
FLVCR1	RNVU1-7	AUP1
EMC2	NGDN	ZNF335
GLOD4	ABCC4	NELL2
S100A5	RRAGA	DGAT1
RNF113A	SFXN2	TAF5L
C4orf52	XPNPEP3	UGGT1
SMIM20	C8orf76	GRN
CLEC16A	ATP5O	NFIL3
PRKCH	SLC39A7	LCP2
PPHLN1	RASA1	NUP62CL
BTN3A1	TCOF1	EIF4E3
RAB3GAP1	NCOA4	SPR
BTBD6	PYGO2	MYPOP
IFI27L1	HAGH	SEC14L1
TYRO3	RWDD4	CDS2
PTPN2	TERF1	FBRS
FKTN	PDSS2	ZNF280D
SLC35A2	ARHGEF7	SEC62
FDFT1	MTX1	RPL39
ATAD3B	BOD1L1	ZCCHC17
RRP36	CELF1	ARAP2
SLC35A5	TADA2B	ATP6V0A2
TFPT	MUC20	SMS
AHCYL1	LPCAT4	OGFOD1
LRRC37A	MZT2A	PDIA5
AHSA2	RNF181	RPL12
JRK	ZNF567	ZBTB24
GATA3	RTN4	ERAL1
PHIP	RPL37AP8	RBFA
WHAMMP3	CLDN15	ATPAF1
TTF1	DOCK9	ARGLU1
HDAC2	PHF20	TARDBP
RAB4B-EGLN2	RRAGC	RHOG
GPR124	SLC9A6	MAN2B1
OPTN	EFTUD2	ATP13A3
TAOK3	COX18	AUH
ENOSF1	ZFYVE21	TFIP11
LEPR	UBE3AP2	PRKDC
SKP1	SS18	SHFM1
RAB11A	FOXN3	PRRT1
RGS3	DLAT	FAM171A1
USP32	NAT1	ZFP91
ZC3HAV1L	GALNT7	RING1
GRIPAP1	SREBF2	ARMC10P1
METTL22	EFHC1	IP6K2
PIKFYVE	PRPF39	YDJC
LGALS8	PCCA	PPAPDC2
TMEFF1	SYNE2	SIX5
DDX46	NDUFS2	CACNB1
GOLGA5	USP12	RBM18
TPRN	TOLLIP	STK24
PHF21B	TLE2	SLA2
ARHGAP11A	BROX	ARMC1
GDPD3	ZNF106	RPS10P7
CAPN7	HERC1	SATB1
DUSP5P1	RIOK2	FAM227B
DTNBP1	RPL36	GPRASP2
ASH1L-AS1	TOR3A	PSMD4
MED7	CENPE	SMIM12
RNU6-48	REV1	PPP4R1
RNU6-48P	HLTF	C7orf25
SEPT3	B3GNTL1	RAB14
TMEM106C	GAPDHP45	UBA3
GNPDA2	CENPP	GPATCH8
